id,question1,question2,is_duplicate
201,Telephone Number,256-293-5095,1
202,in.,6,1
203,Group Accident,,0
204,"Insured's Name (Last Name, Suffix, First Name, MI)",CLAUSEN JOSEPH N,1
205,Medical Specialty,Yes,0
206,Date of Birth (mm/dd/yy),02/04/1965,1
207,EE Name:,669513,0
208,Accident Policy Number,josephNclausen@jour.com,1
209,Date of Visit/Admission (mm/dd/yy),,0
210,Have you advise the patient to return to work?,Yes,1
211,"Patient's Name (Last Name, Suffix, First Name, MI)","ARANDA, ELMER, F",1
212,Address,Birmingham,1
213,Application Type:,Newly Eligible,1
214,"If claim is for a child, please state your relationship to the child",Spouse/Domestic Partner,1
215,"If related to an injury, where and how did the injury occur?",Injury,0
216,Treating Physician Name,HUSBAND,0
217,Date (mm/dd/yyyy),07-14-2018,1
218,Fax Number,04-20-17,0
219,Please check all types of coverage you have with Unum,04-13-17,0
220,Cellular Telephone Number,,0
221,Zip,04-15-17,1
222,Gender,Marshall,0
223,Address,Blank,0
224,Home Address,97 W Main St,1
225,"If no, please explain why you are not filing a Workers' Compensation claim",Yes,1
226,"If yes, have you filed a Worker's Compensation claim?",I was at Working trying to bring a box of tools into my workplace.,1
227,Address,1557 Edgewood Ave,0
228,Are there any cognitive deficits or psychiatric conditions that imapact function?,976 587 1052,0
229,Is the claim the result of a work related injury or illness?,495 202 8689,0
230,"Name of Patient (Last Name, Suffix, First Name, MI)",04-13-17,0
231,Specialty,35203,0
232,Are you currently self-employed,Married,1
233,"Name of Patient (Last Name, Suffix, First Name, MI)","ARANDA, ELMER, F",1
234,"If yes, have you received Workers' Compensation benefits for your occupational injury?",Fell while wrongly stepping down the stair at home,0
235,"If yes, expected return to work date (mm/dd/yy):",06 13 87,0
236,Home Address (Street/PO Box),emp928212,0
237,Occupation,MINNEAPOLIS,0
238,"If yes, please provide treatment dates (mm/dd/yy): From",No,0
239,ICD Code:,Yes,0
240,Suffix,Herniated Disc,0
241,Delivery Type:,Vaginal C-Section,0
242,Lanuage Preference,English,1
243,Have you returned to work,Yes,1
244,Date of next office visit (mm/dd/yy):,08 10 68,0
245,Occupation,2748 ROCKET DRIVE,1
246,Policyholder Signature,432-561-1937,0
247,Date of next visit for this condition (mm/dd/yy),08 10 68,0
248,Date of next visit for this condition (mm/dd/yy),No,0
249,"If you have not returned to work, when do you expect to return?",,0
250,Please check all types of coverage you have with Unum,COYANOSA,0
251,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,Arlington Heights,0
252,First Name,Yes,0
253,Other Family Member:,Self,0
254,please initial here,2,1
255,Home Phone #,704-538-8617,1
256,V,06 13 83,0
257,"Patient Name (Last Name, First Name, MI, Suffix)",41017,0
258,Customer Policy #:,860191,1
259,"Patient Name (Last Name, First Name, MI, Suffix)",,0
260,Cellular Telephone Number,559 65 7651,0
261,Patient's Weight,,0
262,Have you already delivered?,06 13 83,1
263,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,,0
264,Date you were first treated by a physician (mm/dd/yy),IL,0
265,Primary ICD Code:,M51.26,1
266,"If yes, date of delivery (mm/dd/yy):",15025,0
267,Telephone No.,(456) 672-5040,0
268,Date of Birth (mm/dd/yy),04-13-17,0
269,State,TX,1
270,"Employee/Individual's Name (Last Name, Suffix, First Name, MI)",06 13 83,1
271,Part-time hours per week:,,0
272,Date of Discharge (mm/dd/yy),,0
273,Confinement Dates: (mm/dd/yy),Left knee pain,0
274,Employee's Name (Last Name,"ARANDA,ELMER,F",1
275,Was surgery performed?,Yes,1
276,Language Preference,English,1
277,First Name,EDITH,0
278,City,Got hurt on the job,0
279,Time of Accident a.m. p.m.,Short Term Disability,0
280,Diagnosis:,JOSEPH,0
281,Preferred e-mail address (for confirmation purposes only),YA,0
282,Did you advise your patient to stop working?,Vaginal C-Section,1
283,Please include primary ICD Code or DSM-IV Multi-Axial diagnoses codes,m25.512 m75.102,1
284,"Employee/Individual's Name (Last Name, Suffix, First Name, MI)","ARANDA, ELMER, F.",1
285,Actual Delivery Date (mm/dd/yy):,,0
286,Is this a work related injury or accident?,Jefferson Hospital,0
287,"If yes, on what date (mm/dd/yy)?",Vaginal C-Section,0
288,Fax No.,Pre Opt,0
289,First Name,,0
290,MI,Male,0
291,Relationship to Insured/Policyholder (check one),,0
292,Printed Name,SELF,0
293,Date of Birth (mm/dd/yy),01 28 75,0
294,Contingent beneficiary,,0
295,Primary beneficiary,"Employee, Spouse",0
296,Degree/Specialty,MD,1
297,"If you hane delivered, what was your delivery date? (mm/dd/yy)",No,1
298,"Employee Name (Last Name, Suffix, First Name, MI)","Maroun, Margarita B",1
299,Treating Physician Telephone Number,MATTHEW J. LARKIN,0
300,City,Male,0
301,Employer Name,emp928212,1
302,Date Signed,04-15-17,1
303,Address,MD,0
304,Full Time Part Time,1557 Edgewood Ave,0
305,Primary beneficiary,09/21/1973,1
306,Employer selected benefit[s],Wellness,1
307,Customer Number,MINNEAPOLIS,0
308,Date Signed,"ARANDA, ELMER, F.",1
309,Physician Signature,04-09-18,1
310,"3. In the past 12 months, have you or your spouse (if applying) been diagnosed with or received treatment by a medical professional for:",No,0
311,Is this condition the result of an accidental injury?,Yes,1
312,"Patient Name (Last Name, First Name, MI, Suffix)",01 28 75,1
313,Employer Name,MARIA D. WILLOUGHBY,1
314,Cellular Telephone Number,3711 LAUREL LANE,0
315,Last Name,Spouse,0
316,"If yes, what is the relationship?",,0
317,Primary Diagnosis:,L 4-5 disc herniation resulting in R Ls radiculopathy,1
318,Work Telephone Number,541 997 2817,1
319,Were you at work at the time of your accident?,Left knee pain,0
320,Date of Birth (mm/dd/yy),03-12-18,0
321,Zip Code,,0
322,Date of Birth (mm/dd/yy),09/20/18,0
323,Social Security Number,"CLAUSEN, JOSEPH N.",0
324,Number of Hours Worked on Date Last Worked,04-13-17,1
325,Suffix,MAROUN,1
326,"If yes, please explain how the work related injury/illness occurred:",I was at Working trying to bring a box of tools into my workplace.,1
327,Did you advice your patient to stop working?,905 331 8089,0
328,Mailing Address,(456) 672-5040,1
329,Have you advise the patient to return to work?,No driving Limited use of Left Shoulder,0
330,"Employee Name (First, Middle, Last)",,0
331,Customer Policy #:,"WILLOUGHBY, MARIA D.",0
332,Spouse/Partner's Name,I was at Working trying to bring a box of tools into my workplace.,0
333,Secondary Dianosis:,m75.102,0
334,State,Marshall,0
335,St/PO Box,686-05-0758,0
336,Social Security Number,HUSBAND,0
337,please initial here,,0
338,Specialty,Birmingham,1
339,Customer Policy #:,139894,1
340,State,"Champman, Roger, J.",0
341,"Patient's Name (Last Name, First Name, MI, Suffix)",AL,0
342,Fax Number,559-297-8517,1
343,Date of Birth (mm/dd/yy),M,1
344,Please check all types of coverage you have with Unum.,Yes,0
345,Do you support your patient's return to work within the restrictions and limitations you provided?,04-20-17,1
346,Zip Code,55402,1
347,Group Policy #:,"WILLOUGHBY, MARIA D.",1
348,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",5410796314,0
349,MI,I was at work trying to lift a box of tools but it was a bit too heavy for me. My back felt a sharp pain afterwards,0
350,Is this condition the result of his/her employment,61-1274265,0
351,City,DENNIS V. WHITE,0
352,III,Surgery -Repair rotator cuff L-Shoulder,0
353,Date,09-19-18,1
354,Fax Number,61-1274265,1
355,Employee ID/Payroll #,Yes,0
356,Telephone Number,559-297-8517,1
357,IV,m25.512 m75.102,1
358,Date Surgery Performed (mm/dd/yy),04-15-17,0
359,Date of last office visit (mm/dd/yy):,,0
360,EE Name:,572617254,1
361,Number of Hours Worked on Date Last Worked,976 587 1052,0
362,When did you first notice the symptoms?,04-13-17,1
363,Telephone Number,495 202 8689,0
364,"Name of Patient (Last Name, Suffix, First Name, MI)",09-10-18,0
365,Employee's Name (Last Name,,0
366,IV,,0
367,Social Security Number,104 02 8783,0
368,Date of last office visit (mm/dd/yy):,12-18-18,0
369,Insured's Signature,617-54-1889,0
370,Gender,Fell while wrongly stepping down the stair at home,0
371,City,NY,1
372,Customer #:,867341,1
373,Apt. #,3711 LAUREL LANE,1
374,Have you already delivered?,,0
375,Primary Diagnosis:,"CRAIG, THOMAS",0
376,Date of Birth (mm/dd/yy),Spouse/Domestic Partner,0
377,Policyholder Signature,SELF,0
378,ICD Code:,,0
379,Date of Birth (mm/dd/yy),Jefferson Hills,0
380,Employee's Name (Last Name,Birmingham,0
381,Hours per day,No driving Limited use of Left Shoulder,1
382,Date of next office visit (mm/dd/yy):,12-18-18,1
383,Physician's Tax ID Number:,61-1274265,0
384,Provider Name,Roger Champman,1
385,Social Security Number,432-561-1937,0
386,Degree/Specialty,1557 Edgewood Ave,1
387,Group Policy #:,864053,1
388,City,LAWYER,1
389,Date of Birth (mm/dd/yy),905 331 8089,0
390,Date of Birth (mm/dd/yy),4462 Ritter Street,0
391,My Spouse:,'S',0
392,Occupation,4536 CONCORD STREET,0
393,Is the claim the result of a work related injury or illness?,08 10 68,0
394,Date of Birth (mm/dd/yy),104 02 8783,1
395,Number of Hours Worked on Date Last Worked,English,0
396,(Telephone Number),559-65-7651,0
397,Date Last Worked (mm/dd/yy),,0
398,Diagnosis:,22505,0
399,Policyholder Signature,'S',1
400,in.,5,1
401,Confinement Dates: (mm/dd/yy),josephNclausen@jour.com,0
402,Please check all types of coverage you have with Unum,,0
403,What is your medical condition?,TX,0
404,Date of Birth (mm/dd/yy),08 10 68,1
405,Social Security Number,,0
406,CURRENT LIMITATIONS (activities patient cannot do),Yes,1
407,Date of last office visit (mm/dd/yy):,Vaginal C-Section,0
408,"If your patient has CURRENT RESTRICTIONS (activities patient should not do) and/or LIMITATIONS (activities patient cannot do) list below. Please be specific and understand that a reply of ""no work"" or ""totally disabled"" will not enable us to evaluate your patient's claim for benefits and may result in us having to contact you for clarification.",09/20/18,1
409,Was this a motor vehicle accident?,830 763 2514,0
410,Telephone No.,,0
411,Telephone No.,(256) 293-5095,1
412,Date Surgery Performed (mm/dd/yy):,M51.26,0
413,CPT Code:,22505,1
414,Through,"CRAIG, THOMAS",0
415,My Spouse:,910-734-7634,0
416,Social Security Number,104 42 7346,1
417,Zip,Roger Champman,0
418,SS #:,,0
419,Date of Hire (mm/dd/yy),09/21/1973,0
420,"If yes, please explain:",Herniated Disc,0
421,Was surgery performed?,Jefferson Hills,0
422,Date Last Worked (mm/dd/yy),Turn rotator cuff,0
423,Fax No.,09-10-18,1
424,Other Family Member:,432-561-1937,1
425,Date Signed,09-19-18,0
426,Cellular Telephone Number,Fell while wrongly stepping down the stair at home,0
427,Date the injury occurred (mm/dd/yy),ARANDA,0
428,Last Name,905 331 8089,0
429,Actual Delivery Date (mm/dd/yy):,"CRAIG, THOMAS",1
430,What percentage of the Short Term Disability benefit is taxable?,Yes,0
431,Part-time hours per week:,No,1
432,"If yes, how much do you want withheld from each check? (whole dollar amount)$",,0
433,Application Type:,DENNIS V. WHITE,0
434,Marital Status:,905 331 8089,0
435,Primary Diagnosis:,09/18/18,0
436,Date,"ARANDA, ELMER, F",1
437,Spouse/Partner's Date of Birth (mm/dd/yy),No,1
438,Date you were first treated by a physician (mm/dd/yy),04-12-17,0
439,Please check all types of coverage you have with Unum,Short Term Disability,1
440,Degree,560 SOUTH LOOP ROAD,0
441,Procedure,Pre Opt,1
442,EE Name:,461568,0
443,Full Time (mm/dd/yy):,No,1
444,Date of Birth (mm/dd/yy),Arlington Heights,0
445,2. Have you (applicant) or your spouse (if applying) been diagnosed with or received treatment for Acquired Immune Deficiency Syndrome (AIDS)?,No,0
446,Facility Name,Jefferson Hospital,1
447,Home Telephone Number,At work co-worker push back on me while turning shoulder,0
448,ft.,0,0
449,Through,Unknown,0
450,Name,Thomas Craig,1
451,through (mm/dd/yy):,104 02 8783,0
452,Primary Diagnosis:,Vaginal C-Section,0
453,City,p.m.,0
454,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",No,0
455,"Name (First, Middle, Last)",192-78-2587,0
456,What is the primary diagnosis preventing the patient from working?,,0
457,Were there any complications causing you to stop work prior to your expected delivery date?,No,0
458,Date you were first treated by a physician (mm/dd/yy),09-10-18,1
459,Zip,61-1274265,0
460,Social Security Number,Wellness,0
461,Signature,CLAUSEN JOSEPH N,0
462,State,1739 DEANS LANE,0
463,Zip,Yes,0
464,State,YA,1
465,Facility Name,PA,0
466,Zip,04-12-17,0
467,Social Security Number,08 10 68,1
468,Insured's Signature,HUSBAND,0
469,Have you advise the patient to return to work?,Full Time,0
470,Actual Delivery Date (mm/dd/yy):,Unknown,0
471,Preferred e-mail address (for confirmation purposes only),Marga.br@chammy.info,1
472,"Patient's Name (Last Name, Suffix, First Name, MI)",,0
473,"Physician Name (Last Name, First Name, MI, Suffix) Please Print",02 18 67,0
474,Were you at work at the time of your accident?,,0
475,Social Security Number,Spouse/Domestic Partner,0
476,Signature of Physician,09/20/18,0
477,Telephone Number,20 %,0
478,Patient's Height:,,0
479,Unknown,No,1
480,Patient Telephone Number,,0
481,CPT Code:,No,0
482,Group Policy #:,494172,0
483,Degree/Specialty,08 10 68,0
484,St/PO Box,55402,0
485,"Name of Patient (Last Name, Suffix, First Name, MI)",559 65 7651,1
486,Apt. #,04-13-17,0
487,Preferred e-mail address (for confirmation purposes only),905 331 8089,0
488,Has the patient been treated for the same or a similar condition by another physician in the past?,61-1274265,0
489,"If you have not returned to work, when do you expect to return?",(456) 672-5040,0
490,Signature of Physician,60005,0
491,Employee (Applicant) Signature,'S',0
492,E-mail Address,,0
493,Employee (Applicant) Signature,,0
494,Part-time hours per week,Yes,0
495,Fax Number,495 202 8689,0
496,Gender,192-78-2587,1
497,Other person:,914-890-5521,1
498,First Name,Short Term Disability,0
499,Social Security Number,559-65-7651,1
500,Are you related to this patient?,No,1
501,Telephone Number,859-301-2663,1
502,Last Name,ARANDA,1
503,Address,565 Coal Valley Rd,1
504,MI,04-13-17,0
505,Address,Jefferson Hospital,0
506,"If yes, on what date (mm/dd/yy)?",04-13-17,0
507,Date of next visit for this condition (mm/dd/yy),35203,0
508,Date,MATTHEW J. LARKIN,0
509,Date the injury occurred (mm/dd/yy),COYANOSA,0
510,"Name (First, Middle, Last)",686-05-0758,0
511,MI,F,1
512,Date of Birth (mm/dd/yy),06 13 87,1
513,Date Signed,617-54-1889,0
514,"If related to an injury, where and how did the injury occur?",,0
515,Date Surgery Performed (mm/dd/yy),,0
516,"2. For other than pregnancy, is your disability caused by",No,0
517,City,"LARKIN , MATTHEW J.",0
518,Home Telephone Number,CLAUSEN,0
519,Date of Birth (mm/dd/yy),09-10-18 afternoon,0
520,4. Have you been hospitalized?,104 02 8783,0
521,Confinement Dates: (mm/dd/yy),,0
522,Date of Discharge (mm/dd/yy),Yes,0
523,"Patient Name (Last Name, First Name, MI, Suffix)",CLAUSEN EDITH S,1
524,Date of Birth (mm/dd/yyyy),,0
525,"If no, when do you expect improvement in the patient's functional capacity?",04-20-17,1
526,"If yes, what was the last day that you worked? (mm/dd/yy)",Short Term Disability,0
527,Date of last examination (mm/dd/yy):,04-13-17,0
528,Is this condition the result of an accidental injury?,560 SOUTH LOOP ROAD,0
529,"Insured's Name (Last Name, Suffix, First Name, MI)",'S',0
530,Address,04-13-17,0
531,Employer selected benefit[s],09/21/1973,0
532,Zip,No,0
533,First Name,F,1
534,"Name (First, Middle, Last)",,0
535,Date of next visit for this condition (mm/dd/yy),(456) 672-5040,0
536,"If yes, please explain",,0
537,Secondary Diagnosis:,432 343 1836,0
538,Home Telephone Number,02 18 37,0
539,Accident Policy Number,10601,0
540,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",559-297-8404,0
541,Customer Number,55402,0
542,My Spouse:,SELF,0
543,Is patient still under your care?,04-13-17,1
544,MI,02 18 37,1
545,Specialty,(456) 672-5040,1
546,Fax No.,(229) 460 6725,0
547,Employee's Name (Last Name,Orthopedic,0
548,Patient's Weight,Yes,0
549,CURRENT RESTRICTIONS (activities patient should not do),04-20-17,0
550,Date the injury occurred (mm/dd/yy),04-12-17,1
551,To (mm/dd/yy):,559-297-8404,0
552,Customer Policy #:,669513,1
553,What is your expected delivery date? (mm/dd/yy),,0
554,"If yes, please explain how the work related injury/illness occurred:",,0
555,Facility Name,565 Coal Valley Rd,1
556,"Insured/Policyholder Name (Last Name, First Name, MI, Suffix)",,0
557,Gender,Spouse/Domestic Partner,1
